Loan_ID,Customer_ID,Loan_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,EMI,Loan_Status
99671,9967,2024-08-08,Gold,2108651,13.15,12,198828.22,Default
99672,9967,2022-08-21,Gold,4706746,15.61,180,30230.38,Active
99680,9968,2022-08-06,Business,4693054,6.83,60,83559.83,Active
99681,9968,2025-02-11,Gold,5868966,8.32,36,176590.67,Closed
99682,9968,2025-01-14,Business,3225497,8.66,24,146034.38,Closed
99690,9969,2021-10-13,Auto,5587473,10.49,180,34297.77,Active
99691,9969,2021-02-23,Business,5432915,17.5,180,35464.86,Closed
99700,9970,2021-06-16,Gold,6771241,17.04,120,66042.17,Active
99710,9971,2022-08-19,Education,6777883,15.49,24,326157.38,Closed
99711,9971,2022-10-21,Home,5889823,11.3,300,21851.24,Closed
99712,9971,2025-06-08,Gold,7664025,15.92,36,246781.6,Active
99720,9972,2025-03-17,Education,7284133,7.52,180,43510.55,Active
99730,9973,2022-09-12,Business,5171590,14.54,60,98725.65,Default
99731,9973,2024-07-12,Gold,6270742,12.38,180,39150.33,Active
99732,9973,2021-08-30,Personal,6470031,15.88,300,24991.57,Default
99740,9974,2024-07-05,Education,156672,14.22,12,14912.56,Active
99741,9974,2023-03-01,Gold,5376760,11.75,240,25035.54,Active
99742,9974,2021-06-14,Auto,2067460,8.33,240,9332.0,Active
99750,9975,2024-10-29,Auto,1969646,16.75,120,19163.01,Active
99751,9975,2023-06-13,Home,4366647,14.12,12,415268.13,Default
99760,9976,2021-05-24,Home,6310123,12.51,120,59162.66,Active
99761,9976,2023-06-02,Business,6397845,12.67,12,600704.33,Default
99762,9976,2024-03-30,Home,4176396,8.88,12,378938.33,Closed
99770,9977,2024-04-03,Education,7641357,15.98,120,73853.72,Closed
99771,9977,2024-03-31,Gold,3090615,6.89,180,18353.1,Active
99772,9977,2021-02-28,Business,7307615,16.95,120,71218.8,Active
99780,9978,2021-04-07,Home,7868093,13.33,240,37153.79,Active
99790,9979,2021-08-27,Auto,7935082,15.16,60,152300.67,Active
99791,9979,2024-12-03,Gold,3805999,13.15,240,17943.7,Active
99800,9980,2023-02-19,Home,2794169,10.08,240,12815.92,Active
99810,9981,2021-03-25,Gold,4501800,14.03,12,427783.54,Closed
99811,9981,2022-10-20,Home,4868047,11.78,24,226729.29,Active
99812,9981,2022-09-29,Gold,3378509,13.19,120,31867.79,Closed
99820,9982,2022-12-02,Business,3695612,14.4,12,352315.01,Active
99821,9982,2020-01-13,Home,3079297,12.11,240,14384.17,Closed
99830,9983,2021-02-13,Education,1848236,10.27,300,6793.5,Closed
99831,9983,2021-11-16,Auto,6828550,16.08,24,330274.2,Active
99840,9984,2024-05-24,Business,7054923,9.05,240,32055.81,Closed
99850,9985,2020-03-12,Business,1617865,16.73,180,10491.85,Closed
99860,9986,2023-09-25,Home,1779348,14.29,180,11297.87,Active
99861,9986,2022-11-06,Gold,6955211,6.74,12,618666.02,Closed
99870,9987,2024-10-10,Business,7183923,16.14,36,231761.34,Closed
99871,9987,2024-06-23,Business,7929281,6.94,240,35331.55,Active
99880,9988,2024-08-16,Home,7621827,14.45,36,242310.58,Closed
99890,9989,2020-06-29,Personal,1105674,12.0,12,103196.24,Closed
99891,9989,2020-09-02,Home,337325,14.27,240,1606.09,Active
99900,9990,2023-06-20,Business,5503136,11.84,120,51289.23,Closed
99901,9990,2023-10-05,Home,4342674,12.58,180,27161.01,Active
99902,9990,2025-06-02,Auto,5469008,17.29,24,267274.98,Active
99910,9991,2023-07-23,Gold,2365824,14.55,24,112918.81,Active
99911,9991,2023-09-20,Education,548852,15.17,24,26338.04,Active
99920,9992,2021-04-09,Gold,5998636,9.57,24,273862.73,Default
99921,9992,2024-06-08,Home,4916537,6.71,60,87440.61,Active
99922,9992,2025-06-09,Gold,5886722,10.38,300,21659.21,Active
99930,9993,2024-01-28,Education,6378860,11.47,120,59254.29,Closed
99940,9994,2021-10-29,Auto,1204743,13.51,240,5697.93,Default
99941,9994,2021-01-28,Home,2798643,7.04,60,49927.79,Default
99942,9994,2022-02-05,Gold,985478,14.35,12,93907.84,Default
99950,9995,2020-01-02,Business,5628193,10.23,300,20679.86,Closed
99951,9995,2023-05-28,Auto,5365321,16.26,240,25990.51,Closed
99952,9995,2020-01-26,Education,765834,16.57,300,2975.78,Default
99960,9996,2021-03-12,Education,3670664,16.58,36,118868.34,Active
99961,9996,2023-10-13,Gold,2471441,17.43,300,9674.04,Active
99962,9996,2024-03-19,Education,1301720,14.33,24,62010.69,Active
99970,9997,2021-06-07,Business,3496000,9.44,240,15941.76,Active
99971,9997,2020-01-04,Auto,3785082,11.86,36,117610.91,Active
99980,9998,2024-01-05,Personal,959704,12.54,180,6000.28,Closed
99981,9998,2021-04-23,Gold,6572013,9.73,180,40063.72,Closed
99982,9998,2021-05-23,Business,2849132,9.51,180,17333.8,Active
99990,9999,2021-04-19,Education,6717110,17.73,24,329502.23,Closed
99991,9999,2024-02-10,Auto,3499589,16.49,36,113240.87,Closed
100000,10000,2021-05-05,Gold,681334,7.09,12,60803.38,Active
100001,10000,2023-05-03,Gold,7000883,17.61,60,137228.97,Closed
100002,10000,2020-02-17,Business,5595451,17.35,36,182396.16,Closed
100010,10001,2021-08-03,Home,2977521,8.13,24,134149.73,Active
100011,10001,2020-07-15,Business,586691,8.68,120,5313.46,Closed
100012,10001,2024-02-12,Auto,3654262,10.19,300,13422.1,Active
100020,10002,2024-09-21,Education,1204691,11.79,24,56113.5,Active
100030,10003,2020-10-18,Auto,1146565,17.57,12,112334.71,Active
100031,10003,2024-03-26,Auto,3352453,15.29,24,161043.46,Active
100040,10004,2024-07-10,Auto,7595302,7.47,180,45348.17,Closed
100041,10004,2024-04-20,Education,2835363,10.43,12,260924.28,Active
100042,10004,2020-04-28,Home,2799797,7.7,240,12564.09,Active
100050,10005,2023-11-14,Home,4044001,14.05,120,38434.86,Active
100051,10005,2024-12-03,Education,4165793,14.54,60,79524.99,Closed
100052,10005,2023-06-15,Education,6039732,8.79,12,547552.04,Closed
100060,10006,2021-01-05,Personal,6976117,11.81,240,32499.99,Active
100061,10006,2022-08-12,Home,5551462,9.94,24,254303.22,Active
100070,10007,2021-11-27,Business,2491580,9.39,12,227128.28,Active
100080,10008,2020-07-04,Education,5375685,15.9,120,51920.16,Active
100081,10008,2024-10-01,Education,5131204,11.88,240,23919.96,Default
100082,10008,2024-11-06,Business,4205908,12.8,24,197677.68,Default
100090,10009,2022-08-21,Home,5204069,7.63,240,23338.08,Active
100091,10009,2020-02-12,Personal,4136394,14.07,300,15727.95,Closed
100100,10010,2022-08-01,Personal,937810,14.84,240,4487.42,Active
100101,10010,2021-07-22,Education,3013545,10.45,300,11094.87,Active
100110,10011,2024-10-24,Home,4705611,17.76,12,461777.29,Active
100111,10011,2022-01-16,Education,1782460,8.99,24,80945.96,Closed
100112,10011,2020-06-13,Business,4196771,13.45,24,198384.86,Active
100120,10012,2023-04-23,Home,7881654,15.27,36,252366.18,Active
100130,10013,2022-07-24,Home,1741054,10.11,300,6390.25,Closed
100131,10013,2020-11-01,Personal,1841000,14.0,300,6995.8,Default
100132,10013,2024-02-06,Education,7382075,14.78,240,35304.77,Active
100140,10014,2021-05-13,Gold,4843986,12.7,300,18197.24,Closed
100141,10014,2021-04-24,Personal,6113050,16.02,300,23641.2,Closed
100142,10014,2025-03-12,Personal,4648037,12.03,180,28928.87,Active
100150,10015,2022-07-24,Personal,6101756,17.47,120,59731.11,Active
100160,10016,2023-12-06,Auto,4723341,7.96,12,424943.25,Closed
100161,10016,2021-02-07,Auto,4476502,9.66,120,40907.77,Active
100162,10016,2021-04-06,Business,456639,13.81,180,2887.23,Default
100170,10017,2022-12-07,Home,921158,7.08,180,5479.87,Closed
100171,10017,2022-05-14,Business,7597151,6.54,12,674500.39,Active
100180,10018,2023-08-30,Education,2908472,6.52,180,17211.69,Active
100181,10018,2021-10-04,Gold,322670,17.63,24,15814.86,Closed
100182,10018,2020-12-11,Business,1024001,9.2,12,93184.09,Active
100190,10019,2021-12-11,Personal,5404997,14.57,12,516042.09,Active
100191,10019,2020-06-25,Business,3421759,13.79,60,64893.66,Closed
100192,10019,2020-02-03,Auto,4052114,9.52,60,73964.59,Active
100200,10020,2024-06-17,Gold,3375803,9.73,36,102896.35,Active
100210,10021,2024-02-20,Gold,5883119,12.07,240,27471.71,Active
100211,10021,2022-02-01,Education,5159249,16.2,60,99917.46,Closed
100220,10022,2022-09-28,Home,4712678,11.72,12,438750.32,Active
100230,10023,2024-09-28,Auto,4967271,11.8,12,462784.08,Active
100240,10024,2024-10-27,Gold,5656423,15.83,24,272993.12,Default
100250,10025,2020-10-14,Gold,7172767,17.53,12,702512.75,Closed
100260,10026,2022-10-26,Gold,4101390,14.99,60,78603.14,Active
100270,10027,2021-11-28,Business,3276872,11.41,300,12169.21,Default
100271,10027,2024-04-22,Auto,6926542,6.76,36,205410.45,Closed
100280,10028,2020-08-02,Gold,3033099,6.92,12,270249.12,Active
100281,10028,2022-09-24,Gold,469804,16.61,36,15217.73,Closed
100290,10029,2024-07-09,Home,4257368,7.16,240,19009.15,Closed
100300,10030,2020-11-16,Gold,6566033,8.73,60,118987.46,Closed
100301,10030,2023-04-03,Business,240667,12.47,12,22556.51,Active
100310,10031,2025-01-21,Gold,7116837,8.42,180,42867.08,Active
100320,10032,2024-07-26,Home,1800762,9.88,120,16488.98,Active
100321,10032,2020-10-03,Auto,2161988,15.92,60,41769.61,Closed
100322,10032,2023-07-05,Home,472740,9.37,12,43086.31,Active
100330,10033,2025-04-25,Business,7238208,14.31,24,344749.82,Active
100340,10034,2022-03-06,Personal,4652927,16.0,12,449782.94,Active
100341,10034,2021-03-09,Business,5517487,12.33,300,20659.31,Active
100342,10034,2024-07-23,Personal,3051168,7.39,240,13652.71,Closed
100350,10035,2025-06-21,Home,5107159,15.51,120,49160.66,Closed
100351,10035,2024-02-11,Education,5648448,14.73,36,180012.9,Default
100360,10036,2023-11-13,Auto,6892697,15.95,24,333003.42,Active
100361,10036,2020-04-12,Personal,5164160,16.42,12,501009.59,Active
100362,10036,2020-11-21,Education,1137478,14.24,120,10828.79,Active
100370,10037,2021-01-18,Education,6281890,11.22,60,116445.3,Active
100371,10037,2022-09-04,Personal,790651,13.75,36,24982.38,Active
100372,10037,2023-09-30,Business,6351062,14.02,300,24138.27,Active
100380,10038,2023-10-26,Education,4395656,10.74,180,27043.05,Closed
100390,10039,2020-11-22,Auto,1192636,6.88,36,35408.04,Active
100400,10040,2023-08-27,Auto,7023387,10.55,240,32351.48,Active
100401,10040,2024-10-19,Personal,1288367,7.64,300,4622.66,Active
100410,10041,2021-04-25,Education,2409724,11.31,300,8940.88,Closed
100411,10041,2021-02-09,Gold,6565220,7.59,60,117725.34,Active
100412,10041,2023-12-12,Home,4437864,9.05,300,16131.64,Active
100420,10042,2023-07-08,Personal,5692109,14.63,24,271869.36,Closed
100430,10043,2024-08-27,Home,5030818,7.32,24,224961.41,Active
100440,10044,2021-10-25,Business,3796267,8.02,180,22781.82,Active
100450,10045,2021-01-07,Personal,5314048,16.68,60,103340.52,Closed
100451,10045,2020-08-18,Business,2161637,13.66,300,8189.72,Default
100452,10045,2022-07-15,Gold,1638552,10.42,60,30154.82,Active
100460,10046,2021-10-24,Personal,6179166,10.24,36,189219.79,Active
100461,10046,2025-01-24,Personal,231722,7.61,180,1385.31,Active
100462,10046,2022-09-14,Education,3044650,17.02,36,98968.04,Closed
100470,10047,2022-05-03,Business,7180404,14.85,300,27488.98,Closed
100471,10047,2025-01-29,Home,7925457,13.14,240,37361.93,Active
100472,10047,2022-04-12,Gold,395564,7.08,12,35297.49,Active
100480,10048,2024-03-14,Home,5030028,6.86,24,223962.0,Default
100481,10048,2022-02-20,Business,4426063,16.38,24,214627.17,Active
100482,10048,2023-02-05,Business,6638227,15.52,12,639039.99,Active
100490,10049,2022-07-30,Personal,7567098,11.86,240,35268.98,Default
100500,10050,2021-03-04,Business,7776941,12.05,240,36308.59,Closed
100501,10050,2024-12-31,Personal,4401715,11.91,180,27366.44,Closed
100502,10050,2021-05-18,Education,7869216,16.62,36,254918.88,Active
100510,10051,2021-02-15,Business,2985581,7.97,24,134313.83,Closed
100511,10051,2025-05-31,Gold,6457799,14.92,300,24737.68,Default
100512,10051,2020-11-01,Personal,3119309,10.42,60,57405.68,Closed
100520,10052,2025-02-04,Auto,7202651,13.01,12,678309.66,Active
100521,10052,2024-06-10,Business,4143546,12.1,12,387076.26,Active
100522,10052,2024-01-21,Business,7951730,13.14,300,29988.62,Closed
100530,10053,2023-04-09,Education,7859227,15.17,180,50285.95,Active
100531,10053,2021-01-13,Home,6115180,13.03,60,115199.8,Closed
100540,10054,2023-01-02,Education,6421054,9.62,120,58656.33,Default
100550,10055,2021-04-04,Personal,121883,17.42,180,795.08,Active
100560,10056,2020-02-09,Personal,3528328,17.12,24,172182.41,Active
100561,10056,2022-05-14,Gold,6609783,15.65,240,31850.89,Closed
100570,10057,2020-10-10,Gold,5649155,16.28,300,21896.12,Closed
100571,10057,2022-02-28,Home,2318092,11.83,60,43205.37,Active
100572,10057,2020-09-25,Personal,3764787,13.86,300,14288.62,Active
100580,10058,2021-10-08,Personal,5353034,15.15,36,171222.74,Default
100581,10058,2024-01-31,Auto,2660288,12.67,60,49955.77,Active
100582,10058,2025-02-05,Personal,4394026,13.51,24,207819.12,Closed
100590,10059,2025-03-30,Auto,2855435,13.39,24,134907.41,Closed
100600,10060,2024-11-30,Gold,1197970,14.0,120,11380.72,Active
100601,10060,2020-01-15,Business,4492804,9.28,300,16365.79,Active
100602,10060,2022-10-02,Education,6291446,12.06,12,587516.2,Default
100610,10061,2024-08-25,Business,1734260,6.56,240,7700.11,Default
100611,10061,2021-12-30,Education,5006667,12.37,36,156277.55,Closed
100612,10061,2022-08-21,Education,6542812,7.46,300,23436.35,Active
100620,10062,2020-04-03,Gold,2845350,16.42,36,92015.46,Active
100621,10062,2020-03-12,Home,5466209,16.23,180,35296.53,Active
100630,10063,2020-04-20,Personal,2369787,17.6,120,23223.91,Active
100631,10063,2020-09-14,Personal,2106929,9.64,36,64167.69,Default
100640,10064,2023-12-21,Auto,5764505,12.36,60,107949.96,Closed
100641,10064,2021-07-02,Gold,7774834,10.98,300,28761.7,Active
100650,10065,2020-10-20,Home,5884542,15.84,240,28402.72,Active
100651,10065,2025-05-15,Business,6578779,17.54,36,214797.13,Closed
100660,10066,2023-05-30,Business,3464909,12.9,36,108663.4,Active
100670,10067,2024-11-15,Home,3272779,7.53,240,14663.41,Active
100680,10068,2024-10-14,Business,1744149,13.69,300,6609.74,Active
100690,10069,2024-10-27,Gold,4306691,17.73,36,140840.76,Closed
100691,10069,2022-01-24,Business,357207,13.81,60,6775.62,Active
100692,10069,2025-03-01,Auto,6122862,15.36,60,117722.23,Default
100700,10070,2022-04-02,Home,1386256,9.89,300,5077.86,Active
100701,10070,2023-11-02,Auto,1311201,11.44,180,8117.79,Active
100710,10071,2020-12-18,Home,765998,10.28,300,2815.81,Active
100711,10071,2024-07-26,Education,1515038,8.97,240,6878.9,Closed
100720,10072,2023-10-31,Home,1327965,8.4,180,7997.3,Active
100721,10072,2021-01-02,Auto,5847021,11.49,60,108647.4,Active
100722,10072,2025-01-03,Home,5134924,10.69,24,236826.97,Closed
100730,10073,2021-04-18,Education,6377134,11.79,240,29704.16,Active
100740,10074,2020-12-19,Gold,2326351,16.03,60,44987.75,Active
100750,10075,2024-02-24,Gold,375706,13.08,24,17702.01,Active
100760,10076,2022-01-08,Home,1249760,12.57,120,11723.79,Active
100761,10076,2023-12-13,Home,5691853,10.2,240,26135.09,Active
100770,10077,2020-08-06,Education,5378208,8.97,12,488386.1,Active
100771,10077,2024-09-10,Business,7956494,11.3,60,147592.96,Active
100780,10078,2023-06-24,Personal,2255894,13.09,180,14173.28,Active
100781,10078,2020-12-18,Business,2327981,8.49,60,42093.78,Active
100782,10078,2025-03-12,Business,6942844,13.75,180,43874.92,Active
100790,10079,2023-01-28,Gold,3200584,17.22,60,62528.74,Closed
100800,10080,2024-09-26,Gold,3187306,12.96,180,20002.12,Active
100801,10080,2021-05-28,Gold,1606795,6.69,300,5714.3,Active
100810,10081,2023-03-14,Education,3387533,10.31,36,103799.66,Active
100820,10082,2022-02-23,Home,7043968,10.71,120,64986.47,Default
100830,10083,2024-11-21,Auto,4510944,14.01,120,42857.73,Active
100831,10083,2020-07-14,Home,6701631,17.96,120,65877.03,Active
100840,10084,2021-12-10,Home,5315597,17.54,60,104132.55,Closed
100841,10084,2024-06-09,Gold,1998277,11.03,60,36978.12,Active
100850,10085,2022-10-15,Auto,6714626,9.57,180,40873.42,Active
100851,10085,2022-04-09,Gold,6577151,7.41,180,39247.32,Closed
100860,10086,2025-02-19,Business,1244933,16.85,300,4849.01,Closed
100861,10086,2021-01-18,Home,4957288,9.19,36,150357.3,Default
100870,10087,2021-03-01,Education,7029526,15.33,12,675596.03,Active
100871,10087,2024-10-16,Home,1660521,15.59,300,6397.99,Active
100880,10088,2021-05-12,Personal,738696,12.19,180,4604.13,Active
100890,10089,2024-11-05,Gold,4124252,10.72,180,25368.73,Default
100900,10090,2024-04-12,Gold,3815850,9.09,120,34689.26,Active
100901,10090,2025-01-25,Education,4851518,15.94,60,93747.5,Closed
100910,10091,2020-02-17,Gold,350764,11.57,120,3261.23,Active
100920,10092,2023-10-06,Business,1230769,16.12,24,59548.71,Active
100930,10093,2020-05-26,Home,5142683,14.27,120,48971.2,Active
100940,10094,2022-07-02,Education,5381719,12.91,180,33758.33,Active
100941,10094,2025-05-20,Home,6208038,12.59,300,23298.77,Active
100950,10095,2024-12-25,Gold,4871028,15.52,60,93783.53,Closed
100951,10095,2023-01-25,Personal,5341647,14.75,12,510794.99,Active
100952,10095,2023-07-05,Business,4206907,7.82,180,25199.37,Active
100960,10096,2024-01-29,Gold,944137,9.14,300,3434.77,Active
100970,10097,2023-09-01,Home,5841197,14.17,60,111148.24,Active
100971,10097,2023-11-19,Personal,7270915,11.36,120,67474.09,Active
100972,10097,2024-01-03,Gold,3902413,8.59,300,14125.43,Active
100980,10098,2023-01-10,Gold,1807210,9.13,36,54783.56,Active
100990,10099,2020-02-21,Education,292808,11.74,24,13632.65,Closed
101000,10100,2024-05-07,Business,205651,9.97,120,1884.62,Closed
101001,10100,2022-07-25,Gold,3633631,9.52,300,13265.18,Active
101002,10100,2024-09-28,Business,7170192,11.92,36,222913.3,Active
101010,10101,2024-08-14,Personal,4554463,10.67,240,21001.77,Active
101011,10101,2024-05-02,Auto,2126589,12.26,180,13262.83,Default
101012,10101,2024-01-06,Auto,6033085,12.73,36,188919.35,Active
101020,10102,2022-05-30,Business,2722277,8.02,240,12252.52,Active
101030,10103,2024-12-20,Business,2194967,13.51,240,10381.28,Active
101031,10103,2021-05-28,Education,4247082,16.92,120,41380.74,Active
101040,10104,2020-12-17,Business,4566771,10.19,240,20967.19,Active
101050,10105,2023-08-13,Gold,4588997,8.05,300,16528.04,Closed
101051,10105,2021-09-30,Business,4955758,16.87,60,96529.91,Active
101052,10105,2025-01-29,Personal,7614793,11.42,300,28281.34,Active
101060,10106,2021-10-21,Gold,3925946,17.84,120,38552.79,Closed
101070,10107,2023-10-01,Personal,7553272,7.84,36,226262.46,Active
101080,10108,2024-11-26,Auto,1495633,17.07,300,5836.46,Active
101081,10108,2025-04-26,Personal,6144732,17.92,180,40254.82,Active
101082,10108,2020-10-09,Auto,1522256,7.52,240,6819.71,Active
101090,10109,2024-08-08,Gold,6188997,11.34,12,574235.77,Closed
101100,10110,2022-01-27,Business,6947298,17.74,24,340822.86,Closed
101110,10111,2020-01-23,Personal,2485566,7.75,36,74394.37,Active
101111,10111,2021-06-08,Education,6181615,6.95,240,27546.82,Active
101112,10111,2021-02-22,Auto,3126779,7.77,24,140405.41,Active
101120,10112,2022-03-09,Education,6283565,8.13,120,56620.16,Closed
101121,10112,2023-11-12,Personal,4815545,12.72,120,45234.02,Active
101130,10113,2024-03-26,Home,6446548,13.79,36,203764.64,Closed
101140,10114,2025-02-02,Business,1199224,6.72,24,53325.49,Default
101141,10114,2022-04-24,Education,4495565,10.3,120,41321.73,Closed
101150,10115,2024-07-09,Gold,662332,7.71,36,19816.61,Active
101151,10115,2025-01-23,Gold,1433169,14.82,12,137130.39,Closed
101152,10115,2023-03-13,Education,1780053,12.44,240,8339.55,Active
101160,10116,2023-06-19,Education,7652457,12.15,24,357592.94,Closed
101161,10116,2020-01-06,Home,4458447,8.4,36,134248.79,Closed
101170,10117,2020-05-15,Gold,5249988,16.46,36,169837.11,Active
101180,10118,2023-10-06,Education,1395132,17.42,180,9100.91,Active
101190,10119,2022-01-26,Personal,670006,17.16,60,13082.98,Active
101191,10119,2021-09-10,Personal,1249334,7.82,120,11225.27,Closed
101200,10120,2023-06-10,Personal,4660546,6.62,300,16563.58,Active
101210,10121,2021-03-07,Home,4245342,14.66,180,27042.83,Active
101211,10121,2020-09-23,Education,5606620,10.72,60,103460.83,Active
101212,10121,2022-09-08,Business,6823172,16.31,300,26453.44,Closed
101220,10122,2021-04-28,Home,5858259,15.58,120,56424.8,Active
101221,10122,2024-09-15,Education,3094007,14.24,24,147274.73,Active
101230,10123,2025-02-21,Auto,5378676,12.66,36,168322.68,Active
101231,10123,2021-01-27,Personal,5518278,15.71,300,21284.0,Active
101240,10124,2025-05-15,Personal,779356,16.72,36,25268.45,Active
101241,10124,2022-07-31,Home,5087997,16.36,36,164455.37,Active
101242,10124,2021-02-14,Home,1576051,17.85,300,6191.25,Active
101250,10125,2021-05-14,Gold,750471,12.23,300,2807.51,Default
